Name,DefIndex,QualInt,Trade,Craft,PriceIndex,Currency,Value,Last_Update,Difference
Hellmet,30708.0,5,Tradable,Craftable,103,keys,95.0,1449464599.0,2016.105
Hellmet,30708.0,5,Tradable,Craftable,104,keys,61.0,1452108900.0,1119.68
Hellmet,30708.0,5,Tradable,Craftable,105,keys,45.0,1449007714.0,950.0
Hellmet,30708.0,5,Tradable,Craftable,106,keys,70.0,1450378863.0,1242.145
Hellmet,30708.0,6,Tradable,Craftable,0,metal,2.0,1451423245.0,0.34
Hellmet,30708.0,11,Tradable,Craftable,0,metal,6.66,1450940546.0,-0.67
Helmet Without a Home,732.0,5,Tradable,Craftable,10,keys,25.0,1435275139.0,19.055
Helmet Without a Home,732.0,5,Tradable,Craftable,11,keys,13.0,1435232008.0,-152.44
Helmet Without a Home,732.0,5,Tradable,Craftable,12,keys,32.0,1433524554.0,-403.24
Helmet Without a Home,732.0,5,Tradable,Craftable,13,keys,63.0,1435155185.0,-705.035
Helmet Without a Home,732.0,5,Tradable,Craftable,14,keys,59.0,1433477563.0,-9.5275
Helmet Without a Home,732.0,5,Tradable,Craftable,15,keys,18.0,1449035610.0,-19.0
Helmet Without a Home,732.0,5,Tradable,Craftable,16,keys,24.0,1435251827.0,0.0
Helmet Without a Home,732.0,5,Tradable,Craftable,17,keys,50.0,1435167415.0,-171.495
Helmet Without a Home,732.0,5,Tradable,Craftable,18,usd,40.09,1351293464.0,0.0
Helmet Without a Home,732.0,5,Tradable,Craftable,19,keys,35.0,1395270607.0,-9.90150925926
Helmet Without a Home,732.0,5,Tradable,Craftable,29,keys,13.0,1432237151.0,19.0
Helmet Without a Home,732.0,5,Tradable,Craftable,30,keys,12.0,1437109901.0,-70.965
Helmet Without a Home,732.0,5,Tradable,Craftable,31,keys,9.0,1434082155.0,-9.5275
Helmet Without a Home,732.0,5,Tradable,Craftable,32,keys,15.0,1421417958.0,-30.5675
Helmet Without a Home,732.0,5,Tradable,Craftable,33,keys,11.0,1434103698.0,-28.5825
Helmet Without a Home,732.0,5,Tradable,Craftable,34,keys,9.0,1434104165.0,-28.5825
Helmet Without a Home,732.0,5,Tradable,Craftable,35,keys,10.0,1432041699.0,-9.5
Helmet Without a Home,732.0,5,Tradable,Craftable,36,keys,10.0,1434144910.0,-38.11
Helmet Without a Home,732.0,5,Tradable,Craftable,37,keys,21.0,1421450043.0,-19.7475
Helmet Without a Home,732.0,5,Tradable,Craftable,39,keys,16.0,1421388596.0,-138.2325
Helmet Without a Home,732.0,5,Tradable,Craftable,40,keys,22.0,1421373767.0,365.32875
Helmet Without a Home,732.0,5,Tradable,Craftable,43,keys,51.0,1421596695.0,84.98625
Helmet Without a Home,732.0,5,Tradable,Craftable,44,keys,25.0,1437191932.0,-94.62
Helmet Without a Home,732.0,5,Tradable,Craftable,46,keys,53.0,1452531651.0,-454.87
Helmet Without a Home,732.0,5,Tradable,Craftable,47,keys,76.0,1421500608.0,-105.47125
Helmet Without a Home,732.0,5,Tradable,Craftable,56,keys,15.0,1421479870.0,-49.36875
Helmet Without a Home,732.0,5,Tradable,Craftable,57,keys,13.0,1439620569.0,-24.0
Helmet Without a Home,732.0,5,Tradable,Craftable,58,keys,14.0,1450400371.0,-17.495
Helmet Without a Home,732.0,5,Tradable,Craftable,59,keys,10.0,1432646742.0,-95.0
Helmet Without a Home,732.0,5,Tradable,Craftable,6,usd,31.62,1380261259.0,25.606
Helmet Without a Home,732.0,5,Tradable,Craftable,60,keys,13.0,1435299659.0,-57.165
Helmet Without a Home,732.0,5,Tradable,Craftable,61,keys,11.0,1433486797.0,-181.0225
Helmet Without a Home,732.0,5,Tradable,Craftable,62,keys,20.0,1431609579.0,-94.15
Helmet Without a Home,732.0,5,Tradable,Craftable,63,keys,25.0,1448158451.0,-144.0
Helmet Without a Home,732.0,5,Tradable,Craftable,64,keys,20.0,1449103012.0,-85.5
Helmet Without a Home,732.0,5,Tradable,Craftable,65,keys,19.0,1421417949.0,19.7475
Helmet Without a Home,732.0,5,Tradable,Craftable,69,keys,50.0,1436566684.0,-168.8625
Helmet Without a Home,732.0,5,Tradable,Craftable,7,keys,13.0,1448561145.0,-46.65
Helmet Without a Home,732.0,5,Tradable,Craftable,70,keys,33.0,1418401458.0,97.142375
Helmet Without a Home,732.0,5,Tradable,Craftable,71,keys,28.0,1447222130.0,-16.11
Helmet Without a Home,732.0,5,Tradable,Craftable,72,keys,37.0,1427563462.0,171.65925
Helmet Without a Home,732.0,5,Tradable,Craftable,73,keys,35.0,1446685158.0,-80.55
Helmet Without a Home,732.0,5,Tradable,Craftable,76,keys,34.0,1430700685.0,-249.6825
Helmet Without a Home,732.0,5,Tradable,Craftable,79,keys,67.0,1416643507.0,796.782
Helmet Without a Home,732.0,5,Tradable,Craftable,8,keys,30.0,1448413662.0,643.77
Helmet Without a Home,732.0,5,Tradable,Craftable,80,keys,37.0,1421498445.0,-59.2425
Helmet Without a Home,732.0,5,Tradable,Craftable,81,keys,51.0,1421373797.0,691.1625
Helmet Without a Home,732.0,5,Tradable,Craftable,82,keys,35.0,1439779478.0,8.0
Helmet Without a Home,732.0,5,Tradable,Craftable,88,keys,32.0,1421932897.0,442.56
Helmet Without a Home,732.0,5,Tradable,Craftable,9,keys,30.0,1442236809.0,40.0
Helmet Without a Home,732.0,5,Tradable,Craftable,90,keys,28.0,1444052682.0,48.165
Helmet Without a Home,732.0,6,Tradable,Craftable,0,metal,1.44,1452099983.0,0.11
Helmet Without a Home,732.0,6,Tradable,Non-Craftable,0,metal,1.0,1453316603.0,-0.22
Hermes,633.0,5,Tradable,Craftable,10,keys,37.0,1426938266.0,8.915
Hermes,633.0,5,Tradable,Craftable,11,keys,35.0,1452206208.0,87.475
Hermes,633.0,5,Tradable,Craftable,12,keys,14.0,1422539956.0,-46.03625
Hermes,633.0,5,Tradable,Craftable,13,keys,70.0,1430017684.0,-518.5
Hermes,633.0,5,Tradable,Craftable,14,keys,63.0,1439473016.0,-232.0
Hermes,633.0,5,Tradable,Craftable,15,keys,34.0,1442941484.0,-32.11
Hermes,633.0,5,Tradable,Craftable,16,keys,33.0,1447800822.0,-8.5
Hermes,633.0,5,Tradable,Craftable,17,keys,99.0,1439139784.0,24.0
Hermes,633.0,5,Tradable,Craftable,18,keys,21.0,1428697867.0,50.0
Hermes,633.0,5,Tradable,Craftable,19,keys,64.0,1391806220.0,12.4843220339
Hermes,633.0,5,Tradable,Craftable,29,keys,12.0,1448029415.0,-25.5
Hermes,633.0,5,Tradable,Craftable,30,keys,14.0,1448029113.0,-34.0
Hermes,633.0,5,Tradable,Craftable,31,keys,13.0,1421562421.0,-19.995
Hermes,633.0,5,Tradable,Craftable,32,usd,35.1,1344571420.0,0.0
Hermes,633.0,5,Tradable,Craftable,33,keys,16.0,1443705342.0,-8.0275
Hermes,633.0,5,Tradable,Craftable,34,keys,16.0,1412445825.0,-8.66
Hermes,633.0,5,Tradable,Craftable,35,keys,13.0,1451425510.0,8.7475
Hermes,633.0,5,Tradable,Craftable,36,keys,10.0,1447799147.0,-25.5
Hermes,633.0,5,Tradable,Craftable,37,keys,16.0,1433502632.0,-95.275
Hermes,633.0,5,Tradable,Craftable,38,keys,73.0,1428706865.0,-2160.7
Hermes,633.0,5,Tradable,Craftable,39,usd,82.0,1375967353.0,-87.764
Hermes,633.0,5,Tradable,Craftable,40,keys,37.0,1413736391.0,-51.9923469388
Hermes,633.0,5,Tradable,Craftable,43,keys,71.0,1398759788.0,-192.4521375
Hermes,633.0,5,Tradable,Craftable,45,keys,129.0,1405039085.0,160.896326531
Hermes,633.0,5,Tradable,Craftable,46,usd,375.45,1367225368.0,0.0
Hermes,633.0,5,Tradable,Craftable,47,keys,96.0,1398175534.0,-70.5278186275
Hermes,633.0,5,Tradable,Craftable,56,keys,28.0,1449984977.0,-162.435
Hermes,633.0,5,Tradable,Craftable,57,keys,18.0,1431485644.0,-301.28
Hermes,633.0,5,Tradable,Craftable,58,keys,25.0,1451280361.0,-43.7375
Hermes,633.0,5,Tradable,Craftable,59,keys,18.0,1409957882.0,-56.2125
Hermes,633.0,5,Tradable,Craftable,6,keys,20.0,1428356416.0,-5.5125
Hermes,633.0,5,Tradable,Craftable,60,keys,27.0,1447425797.0,-81.65
Hermes,633.0,5,Tradable,Craftable,61,keys,32.0,1404147540.0,-208.40625
Hermes,633.0,5,Tradable,Craftable,62,keys,30.0,1445398151.0,-88.3025
Hermes,633.0,5,Tradable,Craftable,63,usd,136.79,1375789719.0,0.0
Hermes,633.0,5,Tradable,Craftable,64,keys,35.0,1452028905.0,-104.97
Hermes,633.0,5,Tradable,Craftable,65,keys,38.0,1407601503.0,329.81625
Hermes,633.0,5,Tradable,Craftable,66,keys,30.0,1431659408.0,-151.266666667
Hermes,633.0,5,Tradable,Craftable,67,keys,45.0,1410207864.0,-46.962244898
Hermes,633.0,5,Tradable,Craftable,68,keys,30.0,1446512015.0,48.33
Hermes,633.0,5,Tradable,Craftable,69,keys,77.0,1416844183.0,88.3479375
Hermes,633.0,5,Tradable,Craftable,7,keys,17.0,1426687854.0,25.7475
Hermes,633.0,5,Tradable,Craftable,70,keys,52.0,1411446206.0,-28.9004591837
Hermes,633.0,5,Tradable,Craftable,71,keys,40.0,1437481016.0,-283.86
Hermes,633.0,5,Tradable,Craftable,72,keys,46.0,1432094551.0,-9.5
Hermes,633.0,5,Tradable,Craftable,74,keys,97.0,1393699458.0,756.64875
Hermes,633.0,5,Tradable,Craftable,75,keys,53.0,1430782759.0,1026.4725
Hermes,633.0,5,Tradable,Craftable,76,keys,54.0,1416580949.0,597.5865
Hermes,633.0,5,Tradable,Craftable,77,keys,75.0,1439565002.0,256.0
Hermes,633.0,5,Tradable,Craftable,79,keys,74.0,1452125134.0,0.0
Hermes,633.0,5,Tradable,Craftable,8,keys,28.0,1449434357.0,-257.985
Hermes,633.0,5,Tradable,Craftable,83,keys,27.0,1448514936.0,-130.62
Hermes,633.0,5,Tradable,Craftable,87,keys,52.0,1429831249.0,-58.905
Hermes,633.0,5,Tradable,Craftable,9,keys,50.0,1440823458.0,-160.0
Hermes,633.0,5,Tradable,Craftable,90,keys,90.0,1433050661.0,1710.0
Hermes,633.0,6,Tradable,Craftable,0,metal,1.55,1435678867.0,-0.055
Hermes,633.0,6,Tradable,Non-Craftable,0,metal,2.66,1440681363.0,1.0
Hero's Hachimaki,360.0,1,Tradable,Craftable,0,metal,7.66,1447222003.0,-0.34
Hero's Hachimaki,360.0,6,Tradable,Craftable,0,metal,2.33,1429536089.0,0.165
Hero's Tail,453.0,1,Tradable,Craftable,0,keys,1.1,1433188433.0,1.9
Hero's Tail,453.0,6,Tradable,Craftable,0,metal,5.66,1446859829.0,-0.34
Heroic Companion Badge,868.0,1,Tradable,Craftable,0,metal,2.0,1439706823.0,-0.5
Heroic Companion Badge,868.0,6,Tradable,Craftable,0,metal,1.44,1452095337.0,0.11
Herzensbrecher,30486.0,6,Tradable,Craftable,0,metal,4.0,1441649850.0,2.0
Herzensbrecher,30486.0,13,Tradable,Craftable,0,metal,12.88,1421325860.0,-0.285
Hetman's Headpiece,436.0,1,Tradable,Craftable,0,metal,2.33,1439992064.0,-0.165
Hetman's Headpiece,436.0,5,Tradable,Craftable,10,keys,25.0,1438092787.0,-49.175
Hetman's Headpiece,436.0,5,Tradable,Craftable,11,keys,12.0,1450548137.0,0.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,12,keys,12.0,1445312111.0,16.055
Hetman's Headpiece,436.0,5,Tradable,Craftable,13,keys,40.0,1445010998.0,64.22
Hetman's Headpiece,436.0,5,Tradable,Craftable,14,keys,51.0,1450939042.0,43.7375
Hetman's Headpiece,436.0,5,Tradable,Craftable,15,usd,31.7,1344220635.0,0.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,16,keys,15.0,1423767016.0,-50.99625
Hetman's Headpiece,436.0,5,Tradable,Craftable,17,keys,22.0,1424586344.0,64.386
Hetman's Headpiece,436.0,5,Tradable,Craftable,18,keys,11.0,1454027854.0,27.7425
Hetman's Headpiece,436.0,5,Tradable,Craftable,19,keys,23.0,1410564788.0,-13.8805
Hetman's Headpiece,436.0,5,Tradable,Craftable,29,keys,11.0,1441097314.0,-8.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,30,keys,12.0,1451958030.0,17.495
Hetman's Headpiece,436.0,5,Tradable,Craftable,31,keys,10.0,1444153931.0,16.055
Hetman's Headpiece,436.0,5,Tradable,Craftable,32,keys,10.0,1442016283.0,-40.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,33,keys,11.0,1439527843.0,0.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,34,keys,9.0,1442078065.0,0.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,35,keys,10.0,1450638847.0,8.7475
Hetman's Headpiece,436.0,5,Tradable,Craftable,36,keys,11.0,1422886720.0,-7.415
Hetman's Headpiece,436.0,5,Tradable,Craftable,37,keys,15.0,1449449948.0,-76.44
Hetman's Headpiece,436.0,5,Tradable,Craftable,38,keys,39.0,1439839929.0,-176.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,39,keys,23.0,1439483102.0,-186.12
Hetman's Headpiece,436.0,5,Tradable,Craftable,40,keys,14.5,1423517585.0,-75.55
Hetman's Headpiece,436.0,5,Tradable,Craftable,43,keys,39.0,1395847356.0,27.420875
Hetman's Headpiece,436.0,5,Tradable,Craftable,44,usd,87.59,1353884504.0,0.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,45,keys,50.0,1440913317.0,-148.32
Hetman's Headpiece,436.0,5,Tradable,Craftable,46,keys,31.0,1421561046.0,-119.97
Hetman's Headpiece,436.0,5,Tradable,Craftable,47,keys,20.0,1425144973.0,-38.796
Hetman's Headpiece,436.0,5,Tradable,Craftable,56,keys,13.0,1422858716.0,-14.45925
Hetman's Headpiece,436.0,5,Tradable,Craftable,57,keys,18.0,1440130348.0,-152.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,58,keys,15.0,1409354017.0,126.2835
Hetman's Headpiece,436.0,5,Tradable,Craftable,59,keys,13.0,1403065170.0,118.93
Hetman's Headpiece,436.0,5,Tradable,Craftable,6,keys,12.0,1443792311.0,-8.0275
Hetman's Headpiece,436.0,5,Tradable,Craftable,60,keys,9.5,1423062773.0,-29.66
Hetman's Headpiece,436.0,5,Tradable,Craftable,61,keys,14.0,1435331511.0,-38.11
Hetman's Headpiece,436.0,5,Tradable,Craftable,62,keys,11.0,1446009660.0,-16.11
Hetman's Headpiece,436.0,5,Tradable,Craftable,63,usd,36.47,1386611194.0,-31.034
Hetman's Headpiece,436.0,5,Tradable,Craftable,64,keys,11.0,1436373302.0,-37.77
Hetman's Headpiece,436.0,5,Tradable,Craftable,66,keys,51.0,1406906978.0,416.043
Hetman's Headpiece,436.0,5,Tradable,Craftable,67,keys,13.0,1410903169.0,136.306
Hetman's Headpiece,436.0,5,Tradable,Craftable,68,keys,28.0,1407964788.0,260.091
Hetman's Headpiece,436.0,5,Tradable,Craftable,69,keys,42.0,1425480845.0,-79.695
Hetman's Headpiece,436.0,5,Tradable,Craftable,7,keys,10.0,1450898895.0,-16.57
Hetman's Headpiece,436.0,5,Tradable,Craftable,71,keys,28.0,1451497596.0,192.445
Hetman's Headpiece,436.0,5,Tradable,Craftable,72,keys,38.0,1427240142.0,-268.53051087
Hetman's Headpiece,436.0,5,Tradable,Craftable,75,keys,43.0,1444509712.0,690.365
Hetman's Headpiece,436.0,5,Tradable,Craftable,77,keys,29.0,1451716063.0,-78.7275
Hetman's Headpiece,436.0,5,Tradable,Craftable,78,keys,38.0,1451713500.0,148.7075
Hetman's Headpiece,436.0,5,Tradable,Craftable,79,keys,40.0,1451716065.0,717.295
Hetman's Headpiece,436.0,5,Tradable,Craftable,8,keys,15.0,1436360493.0,-101.753043478
Hetman's Headpiece,436.0,5,Tradable,Craftable,80,keys,31.0,1451693643.0,0.0
Hetman's Headpiece,436.0,5,Tradable,Craftable,81,keys,32.0,1450860091.0,52.485
Hetman's Headpiece,436.0,5,Tradable,Craftable,83,keys,27.0,1433341053.0,133.385
Hetman's Headpiece,436.0,5,Tradable,Craftable,84,keys,32.0,1431215201.0,37.66
Hetman's Headpiece,436.0,5,Tradable,Craftable,85,keys,30.0,1424289033.0,459.9
Hetman's Headpiece,436.0,5,Tradable,Craftable,9,keys,17.0,1423720320.0,0.0
Hetman's Headpiece,436.0,6,Tradable,Craftable,0,metal,1.44,1440261446.0,0.11
Hetman's Headpiece,436.0,6,Tradable,Non-Craftable,0,keys,13.0,1429558019.0,-33.66
Hidden Dragon,30228.0,6,Tradable,Craftable,0,metal,9.0,1451423607.0,-0.66
Hidden Dragon,30228.0,13,Tradable,Craftable,0,metal,1.0,1431577601.0,0.34
Highland High Heels,30333.0,6,Tradable,Craftable,0,metal,1.66,1434867451.0,-0.17
Hillbilly Speed-Bump,30481.0,6,Tradable,Craftable,0,metal,2.66,1449984468.0,-0.34
Hillbilly Speed-Bump,30481.0,11,Tradable,Craftable,0,metal,5.0,1426546174.0,0.67
Hitman's Heatmaker,752.0,6,Tradable,Craftable,0,metal,0.05,1345866810.0,-0.06
Hitman's Heatmaker,752.0,6,Tradable,Non-Craftable,0,metal,0.05,1452806137.0,0.03
Hitman's Heatmaker,752.0,11,Tradable,Craftable,0,metal,3.0,1428067444.0,0.17
Hitman's Heatmaker,752.0,14,Tradable,Craftable,0,keys,5.0,1438366479.0,-31.88
Hitt Mann Badge,943.0,1,Tradable,Craftable,0,metal,2.0,1426182938.0,0.67
Hitt Mann Badge,943.0,6,Tradable,Craftable,0,metal,1.44,1443533035.0,0.11
Hitt Mann Badge,943.0,6,Tradable,Non-Craftable,0,metal,4.0,1423929418.0,1.0
Hive Minder,30093.0,5,Tradable,Craftable,10,keys,66.0,1425126470.0,1066.89
Hive Minder,30093.0,5,Tradable,Craftable,12,keys,120.0,1444493426.0,-2849.7625
Hive Minder,30093.0,5,Tradable,Craftable,13,keys,150.0,1446686929.0,-80.55
Hive Minder,30093.0,5,Tradable,Craftable,14,keys,185.0,1434313315.0,3525.175
Hive Minder,30093.0,5,Tradable,Craftable,15,keys,45.0,1440872593.0,720.0
Hive Minder,30093.0,5,Tradable,Craftable,29,keys,23.0,1418932163.0,332.5
Hive Minder,30093.0,5,Tradable,Craftable,30,keys,14.0,1450063758.0,-38.22
Hive Minder,30093.0,5,Tradable,Craftable,31,keys,14.0,1400683046.0,141.93
Hive Minder,30093.0,5,Tradable,Craftable,32,keys,15.0,1412176216.0,-8.66
Hive Minder,30093.0,5,Tradable,Craftable,33,keys,26.0,1400592259.0,220.78
Hive Minder,30093.0,5,Tradable,Craftable,34,keys,9.0,1429980970.0,-93.5
Hive Minder,30093.0,5,Tradable,Craftable,35,usd,52.64,1378234685.0,0.0
Hive Minder,30093.0,5,Tradable,Craftable,36,keys,11.0,1417888117.0,-62.034
Hive Minder,30093.0,5,Tradable,Craftable,43,keys,65.0,1449867341.0,1242.15
Hive Minder,30093.0,5,Tradable,Craftable,47,keys,155.0,1434513079.0,2953.525
Hive Minder,30093.0,5,Tradable,Craftable,56,keys,14.0,1429659756.0,235.62
Hive Minder,30093.0,5,Tradable,Craftable,57,keys,15.0,1445185410.0,-32.11
Hive Minder,30093.0,5,Tradable,Craftable,58,keys,22.0,1445313891.0,8.0275
Hive Minder,30093.0,5,Tradable,Craftable,59,keys,11.0,1435962471.0,-66.6925
Hive Minder,30093.0,5,Tradable,Craftable,60,keys,12.0,1448172207.0,-63.0
Hive Minder,30093.0,5,Tradable,Craftable,61,keys,20.0,1447650687.0,-102.0
Hive Minder,30093.0,5,Tradable,Craftable,62,keys,19.0,1441238561.0,-96.0
Hive Minder,30093.0,5,Tradable,Craftable,63,usd,123.73,1383544530.0,0.0
Hive Minder,30093.0,5,Tradable,Craftable,7,keys,20.0,1436630505.0,399.9375
Hive Minder,30093.0,5,Tradable,Craftable,72,keys,100.0,1433757699.0,-952.75
Hive Minder,30093.0,5,Tradable,Craftable,76,keys,152.0,1408486898.0,1227.75625
Hive Minder,30093.0,5,Tradable,Craftable,77,keys,65.0,1438354086.0,-851.58
Hive Minder,30093.0,5,Tradable,Craftable,78,keys,92.0,1420956586.0,1278.97975
Hive Minder,30093.0,5,Tradable,Craftable,8,keys,36.0,1424367895.0,-55.188
Hive Minder,30093.0,5,Tradable,Craftable,81,keys,79.0,1452804927.0,113.7175
Hive Minder,30093.0,5,Tradable,Craftable,83,keys,40.0,1452419875.0,-227.435
Hive Minder,30093.0,5,Tradable,Craftable,85,keys,39.0,1422969549.0,597.649
Hive Minder,30093.0,5,Tradable,Craftable,86,keys,26.0,1437194479.0,473.1
Hive Minder,30093.0,5,Tradable,Craftable,9,keys,83.0,1403410449.0,792.735625
Hive Minder,30093.0,5,Tradable,Craftable,90,keys,69.0,1426440907.0,1178.1
Hive Minder,30093.0,6,Tradable,Craftable,0,metal,1.44,1452095323.0,0.11
Holiday Headcase,667.0,6,Tradable,Craftable,0,keys,11.0,1453831598.0,-8.97
Holiday Punch,656.0,6,Tradable,Craftable,0,metal,0.05,1343254037.0,-0.06
Holiday Punch,656.0,6,Tradable,Non-Craftable,0,metal,0.11,1451306277.0,-0.22
Holiday Punch,656.0,11,Tradable,Craftable,0,metal,13.0,1448451766.0,1.0
Holiday Punch,656.0,14,Tradable,Craftable,0,keys,3.1,1442164492.0,5.6
Hollowhead,30220.0,6,Tradable,Craftable,0,metal,6.0,1435764080.0,-0.66
Hollowhead,30220.0,13,Tradable,Craftable,0,metal,2.33,1440546400.0,-0.11
Holstered Heaters,30590.0,6,Tradable,Craftable,0,metal,6.66,1447781285.0,-0.34
Holstered Heaters,30590.0,11,Tradable,Craftable,0,keys,1.0,1421068741.0,13.165
Holy Hunter,564.0,6,Tradable,Craftable,0,metal,0.33,1430627492.0,0.11
Holy Hunter,564.0,6,Tradable,Non-Craftable,0,metal,0.44,1450344243.0,-0.22
Holy Hunter,564.0,13,Tradable,Craftable,0,metal,4.0,1443791834.0,0.34
Holy Mackerel,221.0,6,Tradable,Craftable,0,metal,0.05,1336410089.0,0.0
Holy Mackerel,221.0,6,Tradable,Non-Craftable,0,metal,0.05,1446876140.0,0.03
Holy Mackerel,221.0,11,Tradable,Craftable,0,keys,2.2,1446968642.0,-1.611
Holy Mackerel,221.0,14,Tradable,Craftable,0,keys,2.0,1413403884.0,-4.5
Homewrecker,153.0,3,Tradable,Craftable,0,metal,0.55,1446306693.0,0.33
Homewrecker,153.0,6,Tradable,Craftable,0,metal,0.05,1336410089.0,0.0
Homewrecker,153.0,6,Tradable,Non-Craftable,0,metal,0.05,1446324906.0,-0.06
Homewrecker,153.0,11,Tradable,Craftable,0,metal,0.44,1447264503.0,0.055
Homewrecker,153.0,14,Tradable,Craftable,0,keys,3.0,1441905607.0,19.2
Honcho's Headgear,391.0,5,Tradable,Craftable,10,keys,50.0,1446894592.0,-72.495
Honcho's Headgear,391.0,5,Tradable,Craftable,11,keys,47.0,1409260108.0,35.07875
Honcho's Headgear,391.0,5,Tradable,Craftable,12,keys,12.0,1419709200.0,27.83875
Honcho's Headgear,391.0,5,Tradable,Craftable,13,keys,156.0,1425387654.0,0.0
Honcho's Headgear,391.0,5,Tradable,Craftable,14,keys,130.0,1447692858.0,297.5
Honcho's Headgear,391.0,5,Tradable,Craftable,15,keys,39.0,1425967129.0,-40.392
Honcho's Headgear,391.0,5,Tradable,Craftable,16,keys,61.0,1413586474.0,36.5625
Honcho's Headgear,391.0,5,Tradable,Craftable,17,keys,100.0,1438693795.0,-342.71
Honcho's Headgear,391.0,5,Tradable,Craftable,18,keys,28.0,1433085863.0,-41.5833333333
Honcho's Headgear,391.0,5,Tradable,Craftable,19,keys,40.0,1430883774.0,-546.07
Honcho's Headgear,391.0,5,Tradable,Craftable,29,keys,19.0,1445924344.0,8.055
Honcho's Headgear,391.0,5,Tradable,Craftable,30,keys,18.0,1450377994.0,-87.475
Honcho's Headgear,391.0,5,Tradable,Craftable,31,keys,14.0,1403545068.0,-38.475
Honcho's Headgear,391.0,5,Tradable,Craftable,32,keys,12.0,1423605363.0,-9.44375
Honcho's Headgear,391.0,5,Tradable,Craftable,33,keys,14.0,1432683976.0,-192.833333333
Honcho's Headgear,391.0,5,Tradable,Craftable,34,keys,12.0,1417530188.0,0.0
Honcho's Headgear,391.0,5,Tradable,Craftable,35,keys,14.0,1426288987.0,28.05
Honcho's Headgear,391.0,5,Tradable,Craftable,36,keys,13.0,1438351116.0,-31.54
Honcho's Headgear,391.0,5,Tradable,Craftable,37,keys,72.0,1404242036.0,-108.958418367
Honcho's Headgear,391.0,5,Tradable,Craftable,38,keys,145.0,1429105941.0,-1016.82
Honcho's Headgear,391.0,5,Tradable,Craftable,39,keys,45.0,1444150865.0,-200.6875
Honcho's Headgear,391.0,5,Tradable,Craftable,40,keys,60.0,1441562841.0,-144.88
Honcho's Headgear,391.0,5,Tradable,Craftable,43,usd,240.81,1359557708.0,0.0
Honcho's Headgear,391.0,5,Tradable,Craftable,44,keys,64.0,1414164673.0,-262.779090909
Honcho's Headgear,391.0,5,Tradable,Craftable,46,keys,100.0,1435638053.0,-1057.5525
Honcho's Headgear,391.0,5,Tradable,Craftable,47,keys,144.0,1414455115.0,136.728
Honcho's Headgear,391.0,5,Tradable,Craftable,56,keys,22.0,1418223003.0,-35.448
Honcho's Headgear,391.0,5,Tradable,Craftable,57,keys,16.0,1427981121.0,-95.0
Honcho's Headgear,391.0,5,Tradable,Craftable,58,keys,34.0,1413745192.0,-117.0
Honcho's Headgear,391.0,5,Tradable,Craftable,59,keys,12.0,1452111683.0,-34.99
Honcho's Headgear,391.0,5,Tradable,Craftable,6,keys,21.0,1419402938.0,51.73875
Honcho's Headgear,391.0,5,Tradable,Craftable,60,keys,12.0,1451711838.0,-34.99
Honcho's Headgear,391.0,5,Tradable,Craftable,61,keys,27.0,1445398086.0,-48.165
Honcho's Headgear,391.0,5,Tradable,Craftable,62,keys,25.0,1440200191.0,-128.0
Honcho's Headgear,391.0,5,Tradable,Craftable,63,keys,65.0,1413586521.0,-182.8125
Honcho's Headgear,391.0,5,Tradable,Craftable,64,keys,81.0,1413608273.0,-178.425
Honcho's Headgear,391.0,5,Tradable,Craftable,65,keys,17.0,1426240666.0,-84.15
Honcho's Headgear,391.0,5,Tradable,Craftable,69,keys,96.0,1425396102.0,1551.84
Honcho's Headgear,391.0,5,Tradable,Craftable,7,keys,27.0,1431952482.0,-114.0
Honcho's Headgear,391.0,5,Tradable,Craftable,70,usd,194.37,1381181267.0,49.044
Honcho's Headgear,391.0,5,Tradable,Craftable,71,keys,50.0,1452208173.0,96.2225
Honcho's Headgear,391.0,5,Tradable,Craftable,72,keys,115.0,1445142588.0,-409.4025
Honcho's Headgear,391.0,5,Tradable,Craftable,74,keys,100.0,1432337843.0,-361.0
Honcho's Headgear,391.0,5,Tradable,Craftable,75,keys,80.0,1452125695.0,-17.495
Honcho's Headgear,391.0,5,Tradable,Craftable,79,keys,100.0,1445185467.0,-16.055
Honcho's Headgear,391.0,5,Tradable,Craftable,8,keys,58.0,1419895242.0,-32.8185
Honcho's Headgear,391.0,5,Tradable,Craftable,84,keys,90.0,1449520706.0,1719.9
Honcho's Headgear,391.0,5,Tradable,Craftable,86,keys,57.0,1422734862.0,906.113
Honcho's Headgear,391.0,5,Tradable,Craftable,89,keys,72.0,1432838039.0,-161.5
Honcho's Headgear,391.0,5,Tradable,Craftable,9,keys,111.0,1421361127.0,112.565
Honcho's Headgear,391.0,6,Tradable,Craftable,0,metal,1.66,1435259388.0,-0.17
Honcho's Headgear,391.0,6,Tradable,Non-Craftable,0,metal,1.66,1431952719.0,0.33
